mRNA	lncRNA	pcc	adjp
ENSMUSG00000035011.15	ENSMUSG00000097520.2	0.996680491423	0.000413475239895
ENSMUSG00000035027.18	ENSMUSG00000085227.1	0.996188671144	0.000814290065456
ENSMUSG00000035032.12	ENSMUSG00000108389.1	0.997735577754	5.89221222735e-05
ENSMUSG00000035032.12	ENSMUSG00000112922.1	0.995576053465	0.00166572136437
ENSMUSG00000035048.13	ENSMUSG00000039545.15	0.993817962851	0.00783586472403
ENSMUSG00000035062.13	ENSMUSG00000097223.2	0.994758252273	0.0036886060894
ENSMUSG00000035086.13	ENSMUSG00000105293.1	0.996066967297	0.000948211951126
ENSMUSG00000035093.16	ENSMUSG00000074782.3	0.993916033041	0.00729027007714
ENSMUSG00000035104.14	ENSMUSG00000103388.1	0.996063134301	0.000952685814935
ENSMUSG00000035107.13	ENSMUSG00000108795.1	0.99376372347	0.00815033439297
ENSMUSG00000035107.13	ENSMUSG00000110588.1	0.995030192075	0.00288000893917
ENSMUSG00000035152.14	ENSMUSG00000104400.1	0.994819105866	0.00349447205998
ENSMUSG00000035181.6	ENSMUSG00000104571.1	0.999134560316	2.74126405011e-07
ENSMUSG00000035183.14	ENSMUSG00000108216.1	0.994559966972	0.00437764755436
ENSMUSG00000035227.7	ENSMUSG00000104002.2	0.994694509271	0.0039005203149
ENSMUSG00000035234.18	ENSMUSG00000104795.1	0.995065326081	0.00278621842185
ENSMUSG00000035245.12	ENSMUSG00000105084.1	0.994554008433	0.00439974171323
ENSMUSG00000035247.16	ENSMUSG00000111605.1	0.998893727474	1.15134335756e-06
ENSMUSG00000035293.13	ENSMUSG00000113737.1	0.9974984554	9.88623809062e-05
ENSMUSG00000035297.14	ENSMUSG00000104165.1	0.995118345376	0.00264905954595
ENSMUSG00000035310.15	ENSMUSG00000101304.1	0.996020888499	0.00100306820948
ENSMUSG00000035311.16	ENSMUSG00000102964.1	0.995487573562	0.00182967441157
ENSMUSG00000035378.17	ENSMUSG00000105217.1	0.995543326707	0.00172500912657
ENSMUSG00000035399.12	ENSMUSG00000108375.1	0.994230009949	0.0057321503051
ENSMUSG00000035407.8	ENSMUSG00000104034.1	0.997876564553	4.20279219366e-05
ENSMUSG00000035407.8	ENSMUSG00000108067.1	0.993641446918	0.00889355868817
ENSMUSG00000035413.8	ENSMUSG00000114479.1	0.997374969008	0.000126663290052
ENSMUSG00000035431.4	ENSMUSG00000111343.1	0.99463471088	0.00410749708553
ENSMUSG00000035469.17	ENSMUSG00000073000.3	0.994105223975	0.0063181565896
ENSMUSG00000035476.9	ENSMUSG00000112745.1	0.997851522315	4.47093094643e-05
ENSMUSG00000035478.14	ENSMUSG00000087116.1	0.994812013967	0.0035166923722
ENSMUSG00000035517.17	ENSMUSG00000103220.1	0.994841616728	0.00342463893043
ENSMUSG00000035517.17	ENSMUSG00000103525.1	0.996235793986	0.000766515886365
ENSMUSG00000035547.14	ENSMUSG00000110773.1	0.997450541837	0.000109016807539
ENSMUSG00000035551.6	ENSMUSG00000086416.1	0.993835921892	0.00773375634595
ENSMUSG00000035551.6	ENSMUSG00000103469.1	0.994024675371	0.00671940380907
ENSMUSG00000035566.7	ENSMUSG00000105095.1	0.99640690421	0.000610800705136
ENSMUSG00000035575.11	ENSMUSG00000105601.1	0.999176226728	2.04350803239e-07
ENSMUSG00000035594.10	ENSMUSG00000043340.3	0.994466598986	0.00473354312842
ENSMUSG00000035594.10	ENSMUSG00000086584.8	0.997712165312	6.21780737504e-05
ENSMUSG00000035595.6	ENSMUSG00000055188.12	0.99545213057	0.00189866472045
ENSMUSG00000035601.9	ENSMUSG00000109568.1	0.996597952304	0.00046688531292
ENSMUSG00000035615.12	ENSMUSG00000108169.1	0.99460962367	0.00419673663421
ENSMUSG00000035620.15	ENSMUSG00000104315.1	0.995022893254	0.00289978753908
ENSMUSG00000035621.13	ENSMUSG00000097422.1	0.994937681196	0.00313833851918
ENSMUSG00000035637.14	ENSMUSG00000103783.1	0.99774508074	5.76392775544e-05
ENSMUSG00000035653.16	ENSMUSG00000097099.2	0.999415034941	2.53441020822e-08
ENSMUSG00000035666.14	ENSMUSG00000043644.4	0.996531255215	0.00051378739088
ENSMUSG00000035673.10	ENSMUSG00000116796.1	0.99580736123	0.001289494934
ENSMUSG00000035686.8	ENSMUSG00000108555.1	0.996153597804	0.000851298605058
ENSMUSG00000035697.14	ENSMUSG00000105259.1	0.996702120677	0.00040028998039
ENSMUSG00000035711.5	ENSMUSG00000099722.3	0.999294481542	8.02929500376e-08
ENSMUSG00000035713.15	ENSMUSG00000098758.1	0.994288072871	0.00547376019305
ENSMUSG00000035757.16	ENSMUSG00000106073.1	0.993666099364	0.0087398266946
ENSMUSG00000035764.5	ENSMUSG00000052658.5	0.999350895793	4.82307662258e-08
ENSMUSG00000035764.5	ENSMUSG00000085143.1	0.998425055096	8.40008574378e-06
ENSMUSG00000035764.5	ENSMUSG00000105891.4	0.994911997808	0.00321304966541
ENSMUSG00000035765.9	ENSMUSG00000108310.1	0.994444502577	0.00482084307498
ENSMUSG00000035770.8	ENSMUSG00000105019.1	0.99476652194	0.00366176037724
ENSMUSG00000035773.6	ENSMUSG00000102521.1	0.997252947283	0.000159757568568
ENSMUSG00000035776.14	ENSMUSG00000085873.1	0.99416079771	0.00605192149629
ENSMUSG00000035776.14	ENSMUSG00000097464.1	0.99859288477	4.50051585199e-06
ENSMUSG00000035783.8	ENSMUSG00000109693.1	0.996181664478	0.000821583214197
ENSMUSG00000035840.7	ENSMUSG00000096932.2	0.997306248731	0.000144566429448
ENSMUSG00000035845.17	ENSMUSG00000073018.5	0.993710065844	0.00847055708505
ENSMUSG00000035849.14	ENSMUSG00000115456.1	0.995372913643	0.00205996344878
ENSMUSG00000035910.15	ENSMUSG00000044633.4	0.99513033958	0.00261874982128
ENSMUSG00000035914.11	ENSMUSG00000102881.1	0.994777393684	0.0036266909484
ENSMUSG00000035929.11	ENSMUSG00000097855.7	0.994935631146	0.00314425352684
ENSMUSG00000035934.16	ENSMUSG00000105791.1	0.99434440778	0.00523146877367
ENSMUSG00000035936.6	ENSMUSG00000085638.1	0.995675882759	0.0014943701662
ENSMUSG00000035954.10	ENSMUSG00000097716.1	0.995964224181	0.0010738029018
ENSMUSG00000035954.10	ENSMUSG00000114996.1	0.995893617344	0.00116718257244
ENSMUSG00000035969.15	ENSMUSG00000102545.1	0.993609806797	0.0090937932288
ENSMUSG00000036006.19	ENSMUSG00000103317.1	0.995274683988	0.00227410988456
ENSMUSG00000036023.6	ENSMUSG00000097250.1	0.995253302465	0.00232286700979
ENSMUSG00000036040.14	ENSMUSG00000105033.1	0.997599502403	7.98651379841e-05
ENSMUSG00000036053.17	ENSMUSG00000087299.1	0.996496227558	0.000539822718797
ENSMUSG00000036053.17	ENSMUSG00000097729.2	0.995788135187	0.0013180356087
ENSMUSG00000036057.11	ENSMUSG00000066170.6	0.993510299569	0.0097453454609
ENSMUSG00000036062.13	ENSMUSG00000105484.1	0.995543822459	0.00172409927797
ENSMUSG00000036073.17	ENSMUSG00000105711.1	0.993596121336	0.00918142916153
ENSMUSG00000036086.16	ENSMUSG00000107726.1	0.995800019872	0.00130033705083
ENSMUSG00000036098.15	ENSMUSG00000107370.1	0.995219383789	0.00240182595454
ENSMUSG00000036167.16	ENSMUSG00000107468.1	0.994938199449	0.00313684452816
ENSMUSG00000036169.6	ENSMUSG00000103466.1	0.994124374866	0.00622544546698
ENSMUSG00000036169.6	ENSMUSG00000105356.1	0.993843081872	0.00769332430541
ENSMUSG00000036202.16	ENSMUSG00000052658.5	0.995497433764	0.00181082315339
ENSMUSG00000036202.16	ENSMUSG00000105891.4	0.995055892009	0.00281117350861
ENSMUSG00000036242.15	ENSMUSG00000097867.1	0.993577878822	0.00929921804957
ENSMUSG00000036249.16	ENSMUSG00000041789.7	0.993718161685	0.00842165399111
ENSMUSG00000036256.13	ENSMUSG00000114680.1	0.996407600491	0.000610221180314
ENSMUSG00000036264.9	ENSMUSG00000112117.1	0.998611887948	4.17143499148e-06
ENSMUSG00000036278.6	ENSMUSG00000109930.1	0.994363173416	0.00515256706813
ENSMUSG00000036282.15	ENSMUSG00000102607.1	0.998401876963	9.10182974296e-06
ENSMUSG00000036339.18	ENSMUSG00000107076.1	0.994510885347	0.00456213897397
ENSMUSG00000036352.16	ENSMUSG00000087014.1	0.995162092107	0.002539771235
ENSMUSG00000036352.16	ENSMUSG00000098197.1	0.997684770776	6.61646223833e-05
ENSMUSG00000036368.8	ENSMUSG00000109371.1	0.995169882652	0.00252067106247
ENSMUSG00000036391.16	ENSMUSG00000097692.2	0.997726649793	6.01475897884e-05
ENSMUSG00000036395.15	ENSMUSG00000104279.1	0.994434581694	0.00486042830697
ENSMUSG00000036446.5	ENSMUSG00000100017.2	0.998525053501	5.84778970013e-06
ENSMUSG00000036446.5	ENSMUSG00000105201.1	0.99581141123	0.00128354314107
ENSMUSG00000036461.16	ENSMUSG00000086992.7	0.99607495886	0.000938935729253
ENSMUSG00000036469.16	ENSMUSG00000102287.1	0.996081163698	0.000931781284105
ENSMUSG00000036478.8	ENSMUSG00000116795.1	0.993695146866	0.00856122707155
ENSMUSG00000036499.9	ENSMUSG00000112301.1	0.994306767267	0.00539244813915
ENSMUSG00000036499.9	ENSMUSG00000112348.1	0.994493106349	0.0046303822655
ENSMUSG00000036510.17	ENSMUSG00000110161.1	0.997345511934	0.000134112811403
ENSMUSG00000036510.17	ENSMUSG00000113186.1	0.994917509963	0.00319690372944
ENSMUSG00000036523.16	ENSMUSG00000103808.1	0.996904481557	0.000291970356085
ENSMUSG00000036553.16	ENSMUSG00000054514.3	0.993926744575	0.00723243897343
ENSMUSG00000036553.16	ENSMUSG00000085710.1	0.994664794025	0.00400236954164
ENSMUSG00000036553.16	ENSMUSG00000085890.7	0.994464328522	0.00474245849654
ENSMUSG00000036553.16	ENSMUSG00000085896.2	0.99428385234	0.00549224349452
ENSMUSG00000036553.16	ENSMUSG00000085972.1	0.994678250095	0.00395600491118
ENSMUSG00000036553.16	ENSMUSG00000086719.1	0.994607706077	0.00420361707552
ENSMUSG00000036553.16	ENSMUSG00000087367.1	0.994633594598	0.00411143739797
ENSMUSG00000036553.16	ENSMUSG00000091623.1	0.99459723189	0.00424134833566
ENSMUSG00000036553.16	ENSMUSG00000093739.1	0.994583563985	0.00429096510673
ENSMUSG00000036553.16	ENSMUSG00000097942.1	0.994266851328	0.00556716952608
ENSMUSG00000036553.16	ENSMUSG00000102634.1	0.993887220194	0.00744753605131
ENSMUSG00000036553.16	ENSMUSG00000102956.1	0.998766429039	2.14565566513e-06
ENSMUSG00000036553.16	ENSMUSG00000111235.1	0.994654105732	0.00403948670617
ENSMUSG00000036553.16	ENSMUSG00000111447.1	0.994520030736	0.00452732966899
ENSMUSG00000036553.16	ENSMUSG00000112977.1	0.99459093595	0.00426414996488
ENSMUSG00000036553.16	ENSMUSG00000113057.1	0.994568697427	0.00434542532107
ENSMUSG00000036553.16	ENSMUSG00000113866.1	0.994648199673	0.00406010695926
ENSMUSG00000036561.8	ENSMUSG00000086130.1	0.998311395319	1.22991113553e-05
ENSMUSG00000036572.16	ENSMUSG00000073528.7	0.995103790889	0.0026861932205
ENSMUSG00000036572.16	ENSMUSG00000104724.1	0.999273982062	9.5551965711e-08
ENSMUSG00000036580.15	ENSMUSG00000098202.1	0.994935814534	0.00314372405662
ENSMUSG00000036606.17	ENSMUSG00000114662.1	0.994223068169	0.00576364036077
ENSMUSG00000036611.5	ENSMUSG00000104830.1	0.994157540177	0.00606729227869
ENSMUSG00000036617.16	ENSMUSG00000104671.1	0.994365851442	0.00514137999874
ENSMUSG00000036634.15	ENSMUSG00000089902.1	0.996496717977	0.000539451360035
ENSMUSG00000036644.15	ENSMUSG00000043773.5	0.993936427881	0.00718045348653
ENSMUSG00000036672.5	ENSMUSG00000114662.1	0.995273657095	0.00227643373474
ENSMUSG00000036676.14	ENSMUSG00000087344.1	0.993838746385	0.00771778776745
ENSMUSG00000036676.14	ENSMUSG00000111003.1	0.99548160907	0.00184114948588
ENSMUSG00000036712.15	ENSMUSG00000107089.1	0.997799880128	5.06618314986e-05
ENSMUSG00000036721.14	ENSMUSG00000108064.1	0.996370443988	0.000641740794499
ENSMUSG00000036752.4	ENSMUSG00000106427.1	0.996151977101	0.000853039204427
ENSMUSG00000036752.4	ENSMUSG00000109005.1	0.9947509989	0.00371227393992
ENSMUSG00000036764.12	ENSMUSG00000087413.1	0.99517355044	0.00251171628553
ENSMUSG00000036766.12	ENSMUSG00000109418.1	0.994191733183	0.0059073942276
ENSMUSG00000036775.12	ENSMUSG00000109422.1	0.996193117665	0.000809687441392
ENSMUSG00000036792.12	ENSMUSG00000096934.1	0.995491764663	0.00182164358788
ENSMUSG00000036810.16	ENSMUSG00000097890.2	0.993519882701	0.00968113708426
ENSMUSG00000036816.4	ENSMUSG00000103495.1	0.997038695756	0.000233703998699
ENSMUSG00000036825.12	ENSMUSG00000107374.1	0.995062286656	0.00279424004875
ENSMUSG00000036845.12	ENSMUSG00000104291.1	0.994377448137	0.00509314576865
ENSMUSG00000036864.16	ENSMUSG00000096957.1	0.996635663079	0.000441864240027
ENSMUSG00000036916.13	ENSMUSG00000085338.1	0.995718632423	0.00142523031953
ENSMUSG00000036916.13	ENSMUSG00000111623.1	0.999883462378	4.2387566061e-13
ENSMUSG00000036943.9	ENSMUSG00000085182.1	0.99353236223	0.00959799282811
ENSMUSG00000036943.9	ENSMUSG00000085482.1	0.994244414989	0.00566721430544
ENSMUSG00000036943.9	ENSMUSG00000107497.1	0.997658887833	7.01121080373e-05
ENSMUSG00000036943.9	ENSMUSG00000110483.1	0.994252889351	0.00562927036752
ENSMUSG00000036959.15	ENSMUSG00000108271.1	0.996369903023	0.000642208706085
ENSMUSG00000036966.15	ENSMUSG00000104672.1	0.994251937645	0.0056335221557
ENSMUSG00000036980.13	ENSMUSG00000113167.1	0.993986254623	0.00691733701183
ENSMUSG00000036986.16	ENSMUSG00000107667.2	0.997836346113	4.63983992609e-05
ENSMUSG00000036992.10	ENSMUSG00000086782.2	0.996016922779	0.00100789982718
ENSMUSG00000037001.10	ENSMUSG00000108970.1	0.999044484496	4.91598839239e-07
ENSMUSG00000037007.17	ENSMUSG00000103428.1	0.994076940443	0.00645695612086
ENSMUSG00000037010.7	ENSMUSG00000075576.12	0.994578633107	0.00430897126409
ENSMUSG00000037016.11	ENSMUSG00000114424.1	0.998713137149	2.72601002234e-06
ENSMUSG00000037016.11	ENSMUSG00000115073.1	0.995269593104	0.00228564810039
ENSMUSG00000037032.16	ENSMUSG00000109157.1	0.99420409615	0.00585036168102
ENSMUSG00000037049.9	ENSMUSG00000108154.1	0.99635631458	0.000654048033285
ENSMUSG00000037060.3	ENSMUSG00000086291.1	0.999241633304	1.24377569717e-07
ENSMUSG00000037098.17	ENSMUSG00000044276.2	0.995630521696	0.00157048413603
ENSMUSG00000037112.16	ENSMUSG00000102733.1	0.995036212244	0.00286377182045
ENSMUSG00000037152.11	ENSMUSG00000105003.1	0.998017824943	2.91708669226e-05
ENSMUSG00000037166.5	ENSMUSG00000105742.1	0.997311978225	0.000143002830867
ENSMUSG00000037166.5	ENSMUSG00000106944.1	0.996967673619	0.000263288934237
ENSMUSG00000037190.12	ENSMUSG00000106212.1	0.994047753438	0.00660255758659
ENSMUSG00000037197.11	ENSMUSG00000086844.1	0.997646008117	7.2143748499e-05
ENSMUSG00000037197.11	ENSMUSG00000104469.1	0.997633935981	7.40894709178e-05
ENSMUSG00000037204.7	ENSMUSG00000105161.1	0.993843505518	0.00769093692763
ENSMUSG00000037206.15	ENSMUSG00000103497.1	0.99352364066	0.00965604394939
ENSMUSG00000037217.15	ENSMUSG00000116740.1	0.994139081073	0.00615494257643
ENSMUSG00000037217.15	ENSMUSG00000116809.1	0.99582172632	0.00126847856033
ENSMUSG00000037235.13	ENSMUSG00000097799.1	0.995782685753	0.00132621175022
ENSMUSG00000037236.14	ENSMUSG00000097115.2	0.993808269643	0.00789139104467
ENSMUSG00000037239.8	ENSMUSG00000113965.1	0.995241540443	0.00235002239825
ENSMUSG00000037243.17	ENSMUSG00000089941.1	0.993678770847	0.00866157914755
ENSMUSG00000037243.17	ENSMUSG00000113919.1	0.993564524053	0.00938615490729
ENSMUSG00000037259.15	ENSMUSG00000106927.1	0.997167692696	0.000186598112348
ENSMUSG00000037287.15	ENSMUSG00000097184.2	0.994122386593	0.00623502340244
ENSMUSG00000037287.15	ENSMUSG00000103428.1	0.997028894498	0.000237626055767
ENSMUSG00000037296.7	ENSMUSG00000086179.1	0.994779958687	0.00361845379355
ENSMUSG00000037337.11	ENSMUSG00000073000.3	0.995601055673	0.00162147757008
ENSMUSG00000037339.17	ENSMUSG00000106802.1	0.997449435394	0.000109260514129
ENSMUSG00000037366.14	ENSMUSG00000102449.1	0.995770068848	0.00134528951371
ENSMUSG00000037386.16	ENSMUSG00000106734.3	0.998876183448	1.26035709619e-06
ENSMUSG00000037386.16	ENSMUSG00000109836.1	0.993529536394	0.00961677331052
ENSMUSG00000037400.17	ENSMUSG00000102571.1	0.996806569009	0.000341102937332
ENSMUSG00000037418.5	ENSMUSG00000046119.2	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000048484.4	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000049476.12	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000072109.11	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000084760.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000084835.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000084901.6	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000084951.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000085183.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000085242.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000085588.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000085628.4	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000085717.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000085733.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000085753.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000085761.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000085808.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000085856.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000086007.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000086472.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000086522.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000086547.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000086620.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000087058.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000087102.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000087245.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000089710.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000089874.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000090017.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000090081.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000090227.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000090248.1	0.99732969433	0.000138250974869
ENSMUSG00000037418.5	ENSMUSG00000092267.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000092283.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000097005.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000097074.2	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000097370.2	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000098233.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000100572.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000100760.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000100807.2	0.99734648333	0.000133861850952
ENSMUSG00000037418.5	ENSMUSG00000100943.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000102522.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000102778.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000102852.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000103287.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000103457.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000103837.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000104075.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000104380.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000104450.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000104607.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000104872.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000105000.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000105535.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000105562.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000106541.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000107561.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000107795.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000108148.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000108428.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000108644.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000108871.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000108979.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000109248.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000109366.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000109805.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000110208.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000110236.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000110984.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000111682.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000112026.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000112634.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000112828.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000113321.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000113877.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000114400.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000115614.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000116091.1	0.997329649337	0.000138262885646
ENSMUSG00000037418.5	ENSMUSG00000116819.1	0.997329649337	0.000138262885646
ENSMUSG00000037434.7	ENSMUSG00000107497.1	0.998364859388	1.03183094819e-05
ENSMUSG00000037492.16	ENSMUSG00000100480.1	0.994407029903	0.00497163738866
ENSMUSG00000037499.9	ENSMUSG00000090207.2	0.998745648352	2.35881380415e-06
ENSMUSG00000037533.19	ENSMUSG00000087698.1	0.993792709422	0.00798113629324
ENSMUSG00000037544.14	ENSMUSG00000097007.3	0.995388902778	0.00202660296856
ENSMUSG00000037552.17	ENSMUSG00000103867.1	0.994787232024	0.00359517280915
ENSMUSG00000037572.17	ENSMUSG00000112630.1	0.993916233924	0.00728918236362
ENSMUSG00000037573.5	ENSMUSG00000101450.1	0.995098224491	0.00270049822224
ENSMUSG00000037601.11	ENSMUSG00000106153.1	0.997802192053	5.03827514971e-05
ENSMUSG00000037603.6	ENSMUSG00000075027.10	0.995597806431	0.00162717649029
ENSMUSG00000037603.6	ENSMUSG00000086268.1	0.995608803187	0.0016079500458
ENSMUSG00000037603.6	ENSMUSG00000102267.1	0.998094029077	2.36573936473e-05
ENSMUSG00000037625.7	ENSMUSG00000103181.1	0.995547272328	0.00171777781715
ENSMUSG00000037625.7	ENSMUSG00000107529.1	0.997876939167	4.19887917513e-05
ENSMUSG00000037627.16	ENSMUSG00000097204.2	0.997141533564	0.000195495991909
ENSMUSG00000037628.10	ENSMUSG00000097564.2	0.999312647587	6.84905638215e-08
ENSMUSG00000037628.10	ENSMUSG00000108102.1	0.99389582682	0.00740029788794
ENSMUSG00000037628.10	ENSMUSG00000113529.1	0.993576219835	0.00930998512641
ENSMUSG00000037628.10	ENSMUSG00000116220.1	0.996172668767	0.000831019716143
ENSMUSG00000037640.15	ENSMUSG00000104272.1	0.997530909933	9.24141280822e-05
ENSMUSG00000037646.10	ENSMUSG00000085776.8	0.996194401842	0.000808361884941
ENSMUSG00000037646.10	ENSMUSG00000103214.1	0.994488784858	0.00464708470097
ENSMUSG00000037649.9	ENSMUSG00000103004.1	0.99357239497	0.00933484427959
ENSMUSG00000037649.9	ENSMUSG00000108456.1	0.994763849136	0.00367042097898
ENSMUSG00000037697.19	ENSMUSG00000105815.1	0.995280145722	0.00226178009167
ENSMUSG00000037720.16	ENSMUSG00000105791.1	0.994851188387	0.00339526548968
ENSMUSG00000037720.16	ENSMUSG00000106673.1	0.993833337308	0.00774839006944
ENSMUSG00000037754.13	ENSMUSG00000066170.6	0.994433962818	0.00486290570788
ENSMUSG00000037754.13	ENSMUSG00000097573.2	0.995653841735	0.00153099608426
ENSMUSG00000037762.6	ENSMUSG00000045464.5	0.993543234004	0.00952599236265
ENSMUSG00000037762.6	ENSMUSG00000097797.6	0.994720365999	0.00381348825951
ENSMUSG00000037772.13	ENSMUSG00000087644.1	0.994048010929	0.00660126248368
ENSMUSG00000037815.6	ENSMUSG00000068151.7	0.994738964581	0.00375179316059
ENSMUSG00000037816.10	ENSMUSG00000109536.1	0.995100848257	0.00269374831652
ENSMUSG00000037818.16	ENSMUSG00000110326.1	0.993794516727	0.00797067374901
ENSMUSG00000037822.12	ENSMUSG00000097912.1	0.993656967704	0.00879653973231
ENSMUSG00000037822.12	ENSMUSG00000108621.1	0.993851299221	0.0076471151772
ENSMUSG00000037847.13	ENSMUSG00000107531.1	0.997461859649	0.000106548147696
ENSMUSG00000037855.15	ENSMUSG00000085638.1	0.995467086703	0.00186931670826
ENSMUSG00000037868.15	ENSMUSG00000103497.1	0.997051815841	0.000228532420312
ENSMUSG00000037892.13	ENSMUSG00000087177.7	0.995071061765	0.00277112809162
ENSMUSG00000037907.16	ENSMUSG00000105659.1	0.995455925131	0.00189118599961
ENSMUSG00000037935.16	ENSMUSG00000105636.1	0.995911385646	0.00114312374748
ENSMUSG00000037957.14	ENSMUSG00000107680.1	0.994209874732	0.00582384535798
