mRNA	lncRNA	pcc	adjp
ENSMUSG00000000028.15	ENSMUSG00000104253.1	0.996498171575	0.000538351806502
ENSMUSG00000000049.11	ENSMUSG00000103722.1	0.994333869097	0.00527617332621
ENSMUSG00000000056.7	ENSMUSG00000108713.1	0.994253433918	0.00562683857115
ENSMUSG00000000088.7	ENSMUSG00000066170.6	0.996893343881	0.000297265644242
ENSMUSG00000000127.14	ENSMUSG00000111994.1	0.993846620005	0.0076734027363
ENSMUSG00000000134.17	ENSMUSG00000097699.2	0.995922410559	0.00112838651345
ENSMUSG00000000148.17	ENSMUSG00000097079.2	0.994869391142	0.00333992752969
ENSMUSG00000000194.13	ENSMUSG00000115570.1	0.996280751712	0.000722961760486
ENSMUSG00000000202.9	ENSMUSG00000103739.1	0.994781808445	0.00361252226805
ENSMUSG00000000215.11	ENSMUSG00000085182.1	0.999996947309	5.81012584804e-27
ENSMUSG00000000215.11	ENSMUSG00000086417.1	0.999999847641	1.37439916123e-41
ENSMUSG00000000247.11	ENSMUSG00000079499.9	0.997964540628	3.35920677474e-05
ENSMUSG00000000253.13	ENSMUSG00000084898.1	0.994339026586	0.00525426002618
ENSMUSG00000000275.16	ENSMUSG00000108207.2	0.993718565638	0.00841921940408
ENSMUSG00000000290.13	ENSMUSG00000110273.1	0.995441894106	0.00191895139434
ENSMUSG00000000301.16	ENSMUSG00000107060.1	0.997151704381	0.000191998274688
ENSMUSG00000000318.16	ENSMUSG00000087305.8	0.994339221105	0.00525343487656
ENSMUSG00000000359.3	ENSMUSG00000097564.2	0.997412177053	0.000117717817655
ENSMUSG00000000359.3	ENSMUSG00000116220.1	0.996269517934	0.000733662824219
ENSMUSG00000000378.15	ENSMUSG00000099843.1	0.996005658219	0.00102172067632
ENSMUSG00000000386.15	ENSMUSG00000085024.1	0.993483625114	0.00992572923273
ENSMUSG00000000402.2	ENSMUSG00000093675.7	0.99520729785	0.00243044406998
ENSMUSG00000000402.2	ENSMUSG00000108780.1	0.996708950225	0.000396194595708
ENSMUSG00000000489.7	ENSMUSG00000104868.1	0.996503856904	0.000534067713469
ENSMUSG00000000531.5	ENSMUSG00000114835.1	0.995179481428	0.00249728674696
ENSMUSG00000000538.18	ENSMUSG00000102649.1	0.995330382474	0.00215072322877
ENSMUSG00000000560.9	ENSMUSG00000108472.1	0.995827123757	0.00126064965971
ENSMUSG00000000579.14	ENSMUSG00000073394.4	0.99912067262	3.01262788656e-07
ENSMUSG00000000600.15	ENSMUSG00000103722.1	0.997740482079	5.82573098896e-05
ENSMUSG00000000711.3	ENSMUSG00000104873.1	0.996765979593	0.000363240807829
ENSMUSG00000000753.15	ENSMUSG00000073073.4	0.994037929262	0.0066521117129
ENSMUSG00000000759.14	ENSMUSG00000085889.1	0.999493022109	1.03256359449e-08
ENSMUSG00000000759.14	ENSMUSG00000107164.1	0.999414177349	2.55761829157e-08
ENSMUSG00000000759.14	ENSMUSG00000107825.1	0.994170497872	0.00600632284617
ENSMUSG00000000759.14	ENSMUSG00000113210.1	0.994648604274	0.00405869183563
ENSMUSG00000000759.14	ENSMUSG00000115240.1	0.994304676919	0.00540149512283
ENSMUSG00000000776.13	ENSMUSG00000109209.1	0.994560809412	0.00437453051831
ENSMUSG00000000792.2	ENSMUSG00000073867.2	0.99640537556	0.000612074503162
ENSMUSG00000000804.14	ENSMUSG00000063018.6	0.995625483736	0.00157911539586
ENSMUSG00000000804.14	ENSMUSG00000112280.1	0.996070448507	0.000944162584646
ENSMUSG00000000805.18	ENSMUSG00000115441.1	0.99697845656	0.000258620536353
ENSMUSG00000000838.17	ENSMUSG00000097248.9	0.996418409058	0.000601278920498
ENSMUSG00000000876.11	ENSMUSG00000084876.7	0.993872393117	0.00752944092707
ENSMUSG00000000876.11	ENSMUSG00000097640.7	0.995219673693	0.00240114263161
ENSMUSG00000000876.11	ENSMUSG00000103215.1	0.993871629863	0.00753367518937
ENSMUSG00000000934.9	ENSMUSG00000101565.2	0.995748886274	0.0013777869778
ENSMUSG00000000976.13	ENSMUSG00000107535.1	0.997482658071	0.000102125198437
ENSMUSG00000001017.15	ENSMUSG00000054457.5	0.995609315902	0.00160705784759
ENSMUSG00000001017.15	ENSMUSG00000102503.1	0.998225796498	1.6086048569e-05
ENSMUSG00000001018.15	ENSMUSG00000113966.1	0.994487175639	0.00465331578672
ENSMUSG00000001036.17	ENSMUSG00000097566.1	0.995926976653	0.00112232543128
ENSMUSG00000001036.17	ENSMUSG00000104587.1	0.996065525076	0.000949893424891
ENSMUSG00000001056.3	ENSMUSG00000108478.1	0.998029196435	2.82896349268e-05
ENSMUSG00000001119.7	ENSMUSG00000097250.1	0.997732563551	5.93336518715e-05
ENSMUSG00000001120.15	ENSMUSG00000087692.1	0.99439242421	0.00503135688618
ENSMUSG00000001120.15	ENSMUSG00000105771.1	0.993763899561	0.00814929853557
ENSMUSG00000001127.12	ENSMUSG00000108389.1	0.995930867136	0.00111718073173
ENSMUSG00000001138.13	ENSMUSG00000105992.1	0.993937621218	0.007174066269
ENSMUSG00000001143.13	ENSMUSG00000115317.1	0.995457340694	0.00188840177362
ENSMUSG00000001151.10	ENSMUSG00000110427.1	0.997517505989	9.50362702193e-05
ENSMUSG00000001156.9	ENSMUSG00000107879.1	0.998777809531	2.03563737718e-06
ENSMUSG00000001156.9	ENSMUSG00000110758.1	0.99347379072	0.00999285318478
ENSMUSG00000001157.13	ENSMUSG00000086804.8	0.993829930336	0.00776771151298
ENSMUSG00000001240.13	ENSMUSG00000085586.1	0.996844231002	0.000321505167608
ENSMUSG00000001260.10	ENSMUSG00000108093.1	0.993575039606	0.00931765060831
ENSMUSG00000001281.10	ENSMUSG00000093732.1	0.998736395172	2.45902346734e-06
ENSMUSG00000001281.10	ENSMUSG00000097912.1	0.996809269635	0.00033966777617
ENSMUSG00000001424.14	ENSMUSG00000084910.1	0.994689686812	0.00391691574791
ENSMUSG00000001424.14	ENSMUSG00000097867.1	0.994093365655	0.00637607703036
ENSMUSG00000001435.15	ENSMUSG00000108795.1	0.993722144411	0.00839767330214
ENSMUSG00000001507.16	ENSMUSG00000084876.7	0.994041231395	0.00663542463654
ENSMUSG00000001507.16	ENSMUSG00000103215.1	0.994042096665	0.00663105721552
ENSMUSG00000001542.7	ENSMUSG00000075555.12	0.9971687062	0.000186259804281
ENSMUSG00000001576.14	ENSMUSG00000097643.1	0.995185319433	0.00248314454388
ENSMUSG00000001630.13	ENSMUSG00000097107.1	0.999071682091	4.14910606317e-07
ENSMUSG00000001632.16	ENSMUSG00000097006.7	0.996406935631	0.000610774544403
ENSMUSG00000001700.9	ENSMUSG00000086782.2	0.994065463425	0.00651392169421
ENSMUSG00000001707.8	ENSMUSG00000092353.1	0.993812625609	0.00786640240532
ENSMUSG00000001755.12	ENSMUSG00000113047.1	0.996560560449	0.000492754927117
ENSMUSG00000001761.7	ENSMUSG00000095334.2	0.994367513723	0.0051344451934
ENSMUSG00000001783.3	ENSMUSG00000106706.1	0.995759651704	0.00136119749772
ENSMUSG00000001786.14	ENSMUSG00000100480.1	0.997061387048	0.000224815869618
ENSMUSG00000001827.12	ENSMUSG00000115340.1	0.995244736507	0.00234261996317
ENSMUSG00000001909.16	ENSMUSG00000116125.1	0.995045677201	0.00283838312316
ENSMUSG00000001910.4	ENSMUSG00000108246.1	0.995473344635	0.00185713930547
ENSMUSG00000001924.15	ENSMUSG00000106019.1	0.997489007518	0.000100803845657
ENSMUSG00000001942.8	ENSMUSG00000105842.1	0.995716692182	0.00142831468437
ENSMUSG00000001942.8	ENSMUSG00000106757.1	0.996256943464	0.000745784133217
ENSMUSG00000001943.8	ENSMUSG00000069713.2	0.99544742094	0.00190797803795
ENSMUSG00000001948.10	ENSMUSG00000087226.1	0.994115429029	0.00626862594581
ENSMUSG00000001964.14	ENSMUSG00000074136.9	0.9965942957	0.000469368081377
ENSMUSG00000001964.14	ENSMUSG00000108741.1	0.996600672423	0.000465044950684
ENSMUSG00000001986.16	ENSMUSG00000097823.2	0.996935694401	0.000277517552215
ENSMUSG00000002007.5	ENSMUSG00000039798.2	0.99777644471	5.35597092171e-05
ENSMUSG00000002007.5	ENSMUSG00000072592.2	0.997925228378	3.71788172363e-05
ENSMUSG00000002007.5	ENSMUSG00000086827.1	0.997786662622	5.22806957832e-05
ENSMUSG00000002007.5	ENSMUSG00000111532.1	0.998009180206	2.98551239386e-05
ENSMUSG00000002010.17	ENSMUSG00000104039.1	0.999108134065	3.27595136504e-07
ENSMUSG00000002052.6	ENSMUSG00000103343.1	0.994130542055	0.00619580652916
ENSMUSG00000002055.9	ENSMUSG00000100811.1	0.99560913326	0.00160737562818
ENSMUSG00000002055.9	ENSMUSG00000105285.1	0.994158059719	0.00606483885306
ENSMUSG00000002076.11	ENSMUSG00000112008.1	0.998277739722	1.36927799731e-05
ENSMUSG00000002105.15	ENSMUSG00000054457.5	0.998947949564	8.61369211709e-07
ENSMUSG00000002105.15	ENSMUSG00000102503.1	0.996201418566	0.000801148297353
ENSMUSG00000002107.18	ENSMUSG00000098708.7	0.994977429192	0.00302529847737
ENSMUSG00000002107.18	ENSMUSG00000104507.1	0.996109408368	0.000899737617332
ENSMUSG00000002147.18	ENSMUSG00000100166.1	0.995454579347	0.00189383585897
ENSMUSG00000002190.13	ENSMUSG00000107743.1	0.997807775734	4.97136922597e-05
ENSMUSG00000002222.14	ENSMUSG00000097049.1	0.995182862195	0.00248908967095
ENSMUSG00000002265.16	ENSMUSG00000106432.1	0.994583050435	0.00429283781428
ENSMUSG00000002329.7	ENSMUSG00000055972.5	0.993800904497	0.00793377636286
ENSMUSG00000002329.7	ENSMUSG00000073000.3	0.993729711701	0.00835224899654
ENSMUSG00000002329.7	ENSMUSG00000085622.9	0.998620299689	4.03204104524e-06
ENSMUSG00000002341.8	ENSMUSG00000087042.1	0.996570435796	0.000485818362898
ENSMUSG00000002343.11	ENSMUSG00000100600.6	0.99533612118	0.00213830410606
ENSMUSG00000002343.11	ENSMUSG00000114749.1	0.997610704387	7.79489618135e-05
ENSMUSG00000002413.15	ENSMUSG00000085051.1	0.996855414525	0.000315856300398
ENSMUSG00000002455.14	ENSMUSG00000109224.1	0.994342574821	0.00523922369155
ENSMUSG00000002475.15	ENSMUSG00000097882.2	0.997242209454	0.000162962232244
ENSMUSG00000002500.15	ENSMUSG00000109708.1	0.997714540168	6.18415372048e-05
ENSMUSG00000002578.17	ENSMUSG00000098120.1	0.996865195411	0.000310978900569
ENSMUSG00000002580.7	ENSMUSG00000097591.1	0.995584522738	0.00165063305227
ENSMUSG00000002718.14	ENSMUSG00000060424.14	0.99369433869	0.00856615922462
ENSMUSG00000002741.9	ENSMUSG00000099715.2	0.996175293494	0.000828257874813
ENSMUSG00000002741.9	ENSMUSG00000103925.1	0.994691460969	0.00391087795836
ENSMUSG00000002741.9	ENSMUSG00000106270.1	0.996507682961	0.000531199395872
ENSMUSG00000002741.9	ENSMUSG00000111756.1	0.995168745009	0.00252345346172
ENSMUSG00000002741.9	ENSMUSG00000114163.1	0.996190287815	0.000812614333523
ENSMUSG00000002741.9	ENSMUSG00000116551.1	0.996226182078	0.000776082136365
ENSMUSG00000002781.19	ENSMUSG00000097149.1	0.996280955918	0.000722768348503
ENSMUSG00000002814.15	ENSMUSG00000113429.1	0.995124658046	0.00263307447927
ENSMUSG00000002831.13	ENSMUSG00000104735.1	0.993975935527	0.00697122936552
ENSMUSG00000002846.9	ENSMUSG00000104736.1	0.995395384654	0.00201319583686
ENSMUSG00000002910.11	ENSMUSG00000089881.1	0.998266823417	1.41706821552e-05
ENSMUSG00000002910.11	ENSMUSG00000107458.1	0.995680618861	0.00148658762602
ENSMUSG00000002948.19	ENSMUSG00000112905.1	0.998148727146	2.02336940126e-05
ENSMUSG00000002957.11	ENSMUSG00000087168.1	0.998805069783	1.79040933295e-06
ENSMUSG00000002980.14	ENSMUSG00000091378.1	0.993886148159	0.0074534356618
ENSMUSG00000002981.10	ENSMUSG00000086289.3	0.997092181361	0.000213174455822
ENSMUSG00000002984.17	ENSMUSG00000074357.3	0.998449030094	7.72012255877e-06
ENSMUSG00000003031.14	ENSMUSG00000108238.1	0.996765118181	0.000363722312035
ENSMUSG00000003032.8	ENSMUSG00000084941.1	0.994458197674	0.00476659506671
ENSMUSG00000003070.6	ENSMUSG00000104374.1	0.996078577541	0.000934758164899
ENSMUSG00000003123.15	ENSMUSG00000084890.1	0.995197422212	0.00245401872161
ENSMUSG00000003154.15	ENSMUSG00000097207.7	0.996727929414	0.000384982651499
ENSMUSG00000003161.15	ENSMUSG00000103545.1	0.993841984664	0.00769950996687
ENSMUSG00000003200.9	ENSMUSG00000085039.2	0.99718030752	0.000182421021016
ENSMUSG00000003233.12	ENSMUSG00000104064.1	0.996686455605	0.000409806608671
ENSMUSG00000003235.13	ENSMUSG00000109157.1	0.994423170386	0.00490626042734
ENSMUSG00000003316.14	ENSMUSG00000112905.1	0.993649202748	0.00884497907579
ENSMUSG00000003344.14	ENSMUSG00000109257.1	0.994010692094	0.00679094710908
ENSMUSG00000003346.14	ENSMUSG00000097911.2	0.997084251559	0.000216126561755
ENSMUSG00000003352.14	ENSMUSG00000085508.1	0.995322264517	0.00216838421696
ENSMUSG00000003352.14	ENSMUSG00000104291.1	0.999366969123	4.13326171587e-08
ENSMUSG00000003437.14	ENSMUSG00000103991.1	0.9944883175	0.00464889372554
ENSMUSG00000003438.17	ENSMUSG00000073590.3	0.993724647595	0.00838262715193
ENSMUSG00000003469.9	ENSMUSG00000087024.1	0.995253674799	0.00232201127222
ENSMUSG00000003469.9	ENSMUSG00000092258.2	0.998971724806	7.54408154127e-07
ENSMUSG00000003469.9	ENSMUSG00000111531.1	0.998995013509	6.60281967829e-07
ENSMUSG00000003484.4	ENSMUSG00000033015.16	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000037910.2	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000040657.3	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000055159.7	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000073144.4	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000085249.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000085278.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000085377.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000085395.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000085400.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000085429.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000085431.7	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000085472.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000085578.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000086459.2	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000086549.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000086561.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000086643.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000086648.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000086713.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000086913.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000087011.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000087211.7	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000087277.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000087524.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000090589.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000091492.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000092381.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000092600.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000093405.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000093538.2	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000096944.1	0.996228089823	0.00077417623986
ENSMUSG00000003484.4	ENSMUSG00000100001.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000100341.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000101404.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000101583.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000101630.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000102909.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000103131.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000104781.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000105377.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000107379.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000108360.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000109133.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000109455.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000109602.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000109853.1	0.995552998308	0.00170732441818
ENSMUSG00000003484.4	ENSMUSG00000110752.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000110916.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000111070.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000111482.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000111780.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000111789.1	0.995563313897	0.00168861382597
ENSMUSG00000003484.4	ENSMUSG00000111794.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000112058.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000112188.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000112257.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000112701.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000113052.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000113825.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000113892.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000114731.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000114903.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000115575.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000116272.1	0.995566164259	0.00168347128287
ENSMUSG00000003484.4	ENSMUSG00000116852.1	0.995566164259	0.00168347128287
ENSMUSG00000003518.13	ENSMUSG00000116321.1	0.997031175165	0.000236708920075
ENSMUSG00000003559.7	ENSMUSG00000074404.6	0.994845541966	0.00341257019885
ENSMUSG00000003585.13	ENSMUSG00000112847.1	0.99614241471	0.00086336434506
ENSMUSG00000003617.16	ENSMUSG00000085213.1	0.997580615954	8.31788338674e-05
ENSMUSG00000003644.17	ENSMUSG00000109006.2	0.996085337036	0.000926992673667
ENSMUSG00000003746.16	ENSMUSG00000102651.1	0.997436016174	0.000112250143144
ENSMUSG00000003778.14	ENSMUSG00000113566.1	0.997722422375	6.07347621876e-05
ENSMUSG00000003809.14	ENSMUSG00000104545.1	0.996301872526	0.000703165919732
ENSMUSG00000003813.15	ENSMUSG00000097059.1	0.99750394629	9.77475067536e-05
ENSMUSG00000003868.14	ENSMUSG00000109429.1	0.998914666861	1.03129450403e-06
ENSMUSG00000003872.9	ENSMUSG00000109109.1	0.99358401502	0.00925947337403
ENSMUSG00000003873.11	ENSMUSG00000111442.1	0.995051166372	0.00282373686539
ENSMUSG00000003923.14	ENSMUSG00000115624.1	0.998305121422	1.25499922796e-05
ENSMUSG00000003934.5	ENSMUSG00000110758.1	0.993934692144	0.00718975139672
ENSMUSG00000003949.16	ENSMUSG00000105453.1	0.997698189828	6.41876338836e-05
ENSMUSG00000003970.9	ENSMUSG00000107455.1	0.998546256194	5.39621083282e-06
ENSMUSG00000003992.15	ENSMUSG00000109097.1	0.998772479166	2.08659000607e-06
ENSMUSG00000004018.9	ENSMUSG00000105033.1	0.995806310074	0.00129104310998
ENSMUSG00000004040.16	ENSMUSG00000102321.1	0.995379441878	0.00204629290519
ENSMUSG00000004040.16	ENSMUSG00000110325.1	0.994821819122	0.00348599883379
ENSMUSG00000004044.9	ENSMUSG00000075538.2	0.99726143947	0.000157257904432
ENSMUSG00000004054.8	ENSMUSG00000109814.1	0.995336609094	0.00213725071784
ENSMUSG00000004070.15	ENSMUSG00000102323.1	0.997285673411	0.000150291213018
ENSMUSG00000004096.9	ENSMUSG00000098072.1	0.996019204494	0.00100511774985
ENSMUSG00000004099.16	ENSMUSG00000111439.1	0.994107529447	0.00630694148085
ENSMUSG00000004099.16	ENSMUSG00000114362.1	0.996195089852	0.000807652387658
ENSMUSG00000004110.16	ENSMUSG00000097431.2	0.995333916418	0.00214306900283
ENSMUSG00000004113.18	ENSMUSG00000097806.3	0.999316701244	6.60608611368e-08
ENSMUSG00000004263.15	ENSMUSG00000104239.1	0.998111832505	2.24964862043e-05
ENSMUSG00000004264.17	ENSMUSG00000108049.1	0.994836246481	0.0034412024417
ENSMUSG00000004319.15	ENSMUSG00000102240.1	0.994922186295	0.00318325392187
ENSMUSG00000004383.18	ENSMUSG00000116809.1	0.998539879263	5.52899957454e-06
ENSMUSG00000004530.12	ENSMUSG00000113102.1	0.993687347955	0.0086089105048
ENSMUSG00000004535.12	ENSMUSG00000109506.1	0.993750965923	0.00822564126583
ENSMUSG00000004565.15	ENSMUSG00000103505.1	0.993618887822	0.00903598546973
ENSMUSG00000004610.4	ENSMUSG00000110411.1	0.996555554482	0.000496300075927
ENSMUSG00000004631.15	ENSMUSG00000112347.1	0.994384123742	0.00506553366743
ENSMUSG00000004633.17	ENSMUSG00000087174.7	0.996164635471	0.000839516362989
ENSMUSG00000004633.17	ENSMUSG00000111065.1	0.99885438575	1.40719980703e-06
ENSMUSG00000004642.13	ENSMUSG00000104114.1	0.998827657086	1.60569206248e-06
ENSMUSG00000004655.5	ENSMUSG00000108093.1	0.995123799232	0.00263524490456
ENSMUSG00000004771.12	ENSMUSG00000109456.1	0.997345788769	0.000134041253777
ENSMUSG00000004789.10	ENSMUSG00000073437.10	0.995698852989	0.00145691125206
ENSMUSG00000004789.10	ENSMUSG00000102526.1	0.993584984716	0.00925320411414
ENSMUSG00000004791.7	ENSMUSG00000106357.1	0.995707544436	0.00144292497121
ENSMUSG00000004815.12	ENSMUSG00000104343.1	0.996124136726	0.000883365332812
ENSMUSG00000004837.2	ENSMUSG00000097961.1	0.995096671677	0.00270449899116
ENSMUSG00000004880.11	ENSMUSG00000108384.1	0.993911626669	0.00731415943195
ENSMUSG00000004895.9	ENSMUSG00000097626.5	0.994045839658	0.00661218925517
ENSMUSG00000004929.12	ENSMUSG00000073787.4	0.994201439958	0.00586258037469
ENSMUSG00000004951.10	ENSMUSG00000116627.1	0.994549765059	0.00441552688577
ENSMUSG00000004952.13	ENSMUSG00000087222.1	0.995345718501	0.00211765568238
ENSMUSG00000005045.16	ENSMUSG00000106706.1	0.99701070642	0.00024503878364
ENSMUSG00000005089.15	ENSMUSG00000105717.1	0.998240469127	1.53789258284e-05
ENSMUSG00000005102.13	ENSMUSG00000104237.1	0.994988770613	0.00299361346505
ENSMUSG00000005131.4	ENSMUSG00000106427.1	0.997568867029	8.52937002757e-05
ENSMUSG00000005150.16	ENSMUSG00000100455.1	0.994924177597	0.00317745480204
ENSMUSG00000005150.16	ENSMUSG00000108500.1	0.994416566375	0.00493293177441
ENSMUSG00000005161.15	ENSMUSG00000085336.1	0.997752787963	5.66149889864e-05
ENSMUSG00000005204.12	ENSMUSG00000053545.6	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000054391.12	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000070794.11	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000072688.2	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000075029.7	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000075330.4	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000084797.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000084864.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000085024.1	0.997860202487	4.37651303777e-05
ENSMUSG00000005204.12	ENSMUSG00000085354.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000085548.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000085707.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000085899.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000085923.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000086498.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000086563.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000086872.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000087179.8	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000087352.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000087383.7	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000087435.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000090307.7	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000090374.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000091457.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000092241.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000093619.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000093771.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000097932.2	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000100253.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000100936.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000101028.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000101089.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000101603.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000102055.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000103413.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000103668.1	0.999883865133	4.13133848438e-13
ENSMUSG00000005204.12	ENSMUSG00000103731.1	0.999883865133	4.13133848438e-13
